Date,Open,High,Low,Close,Volume,Change
2019-11-14,9370,9411,9340,9412,58382,
2019-11-15,9396,9514,9382,9488,59916,0.008074798130046856
2019-11-18,9500,9500,9467,9502,18646,0.001475548060708265
2019-11-19,9467,9477,9401,9456,24999,-0.004841086087139512
2019-11-20,9411,9435,9321,9334,9410,-0.01290186125211501
2019-11-21,9304,9304,9163,9169,16095,-0.017677308763659694
2019-11-22,9209,9247,9195,9220,6573,0.005562220525684447
2019-11-25,9326,9350,9304,9304,2389,0.009110629067245135
2019-11-26,9350,9350,9350,9352,1,0.005159071367153878
2019-11-27,9321,9350,9299,9334,48778,-0.0019247219846022512
2019-11-28,9321,9330,9284,9291,90328,-0.004606813799014398
2019-11-29,9163,9168,9134,9141,10200,-0.016144656118824652
2019-12-02,9176,9176,9176,9178,10660,0.004047697188491517
2019-12-03,9078,9097,9026,9094,21,-0.009152320767051636
2019-12-04,9059,9064,8998,9043,1092,-0.005608093248295587
2019-12-05,9026,9064,8967,9018,34135,-0.002764569280106155
2019-12-06,9106,9106,9102,9103,2,0.009425593257928577
2019-12-09,9172,9172,9134,9169,32147,0.007250357025156529
2019-12-10,9143,9180,9143,9183,8266,0.0015268840658742011
2019-12-11,9195,9242,9158,9230,32093,0.005118153109005874
2019-12-12,9330,9391,9308,9395,14,0.017876489707475685
2019-12-13,9491,9528,9462,9497,32212,0.010856838744012665
2019-12-16,9542,9542,9524,9526,118,0.0030535958723807433
2019-12-17,9594,9665,9576,9647,32232,0.012702078521940052
2019-12-18,9678,9702,9641,9666,77,0.0019695242044159844
2019-12-19,9665,9697,9617,9657,33588,-0.0009310986964617962
2019-12-20,9678,9697,9665,9700,29395,0.004452728590659705
2019-12-23,9650,9688,9637,9681,288200,-0.001958762886597909
2019-12-24,9655,9665,9617,9619,14431,-0.006404297076748278
2019-12-26,9612,9650,9603,9647,70780,0.0029109054995322126
2019-12-27,9773,9875,9753,9803,129879,0.01617083030994082
2019-12-30,9861,9861,9791,9818,64280,0.0015301438335204587
2020-01-02,9800,9800,9697,9747,83186,-0.007231615400285163
2020-01-03,9824,9847,9697,9742,64512,-0.0005129783523135645
2020-01-06,9655,9669,9622,9647,11119,-0.009751591049065866
2020-01-07,9673,9748,9673,9751,1695,0.010780553539960547
2020-01-08,9612,9707,9589,9652,3246,-0.010152804840529162
2020-01-09,9735,9783,9716,9783,9701,0.013572316618317481
2020-01-10,9814,9895,9809,9896,246,0.011550649085147802
2020-01-13,9871,9950,9871,9943,17923,0.004749393694422066
2020-01-14,10012,10068,10012,10027,139,0.008448154480539039
2020-01-15,9969,9969,9950,9953,4,-0.0073800738007380184
2020-01-16,9993,10078,9979,10079,15898,0.012659499648347339
2020-01-17,10120,10161,10082,10108,172,0.0028772695703938034
2020-01-20,10166,10208,10134,10135,69873,0.002671151563118368
2020-01-21,10134,10152,10063,10070,32990,-0.006413418845584662
2020-01-22,10040,10191,10040,10191,48,0.012015888778550199
2020-01-23,10115,10148,10058,10089,32168,-0.010008831321754452
2020-01-28,9824,9829,9753,9756,41,-0.033006244424620856
2020-01-29,9787,9861,9768,9820,41994,0.006560065600655918
2020-01-30,9743,9773,9603,9606,10217,-0.021792260692464316
2020-01-31,9650,9716,9514,9521,32449,-0.008848636268998566
2020-02-03,9375,9537,9335,9502,73974,-0.0019955886986661175
2020-02-04,9542,9678,9537,9666,32660,0.01725952431067146
2020-02-05,9739,9739,9707,9708,68,0.004345127250155123
2020-02-06,9847,9960,9824,9953,35146,0.02523691800576855
2020-02-07,9950,9950,9851,9901,14,-0.005224555410428988
2020-02-10,9787,9844,9753,9818,38679,-0.008382991617008395
2020-02-11,9890,9955,9890,9957,25,0.014157669586473798
2020-02-12,9913,10002,9875,9990,39231,0.0033142512805062196
2020-02-13,10058,10058,10040,10042,6,0.005205205205205177
2020-02-14,9979,10068,9979,10023,33344,-0.0018920533758215452
2020-02-17,9984,9984,9984,9985,10,-0.003791280055871482
2020-02-18,9955,9955,9844,9864,32122,-0.01211817726589881
2020-02-19,9890,9890,9880,9882,11,0.0018248175182482562
