Date,Open,High,Low,Close,Volume,Change
2019-01-02,7280,7505,7275,7500,605877,0.021102791014295352
2019-01-03,7485,7685,7445,7680,582175,0.02400000000000002
2019-01-04,7685,7775,7555,7555,720710,-0.01627604166666663
2019-01-07,7450,7560,7410,7490,542322,-0.008603573792190566
2019-01-08,7485,7595,7480,7565,565203,0.01001335113484636
2019-01-09,7520,7550,7415,7455,306497,-0.014540647719762045
2019-01-10,7480,7510,7360,7420,347245,-0.0046948356807511304
2019-01-11,7420,7455,7385,7420,260143,0.0
2019-01-14,7425,7530,7425,7530,300429,0.014824797843665749
2019-01-15,7510,7520,7405,7430,288966,-0.013280212483399723
2019-01-16,7440,7530,7435,7455,291638,0.003364737550471064
2019-01-17,7455,7580,7425,7580,308104,0.016767270288396974
2019-01-18,7530,7545,7440,7450,147836,-0.01715039577836408
2019-01-21,7440,7530,7435,7500,414492,0.006711409395973256
2019-01-22,7485,7540,7470,7505,197651,0.0006666666666665932
2019-01-23,7520,7545,7495,7525,211992,0.0026648900732844094
2019-01-24,7535,7535,7385,7400,317387,-0.01661129568106312
2019-01-25,7410,7415,7280,7320,221344,-0.010810810810810811
2019-01-28,7315,7320,7210,7265,182646,-0.007513661202185773
2019-01-29,7280,7370,7265,7290,422339,0.0034411562284928365
2019-01-30,7265,7295,7180,7210,199569,-0.010973936899862813
2019-01-31,7155,7205,7115,7165,373357,-0.006241331484049928
2019-02-01,7165,7200,7140,7170,233079,0.0006978367062107083
2019-02-07,7145,7170,7010,7020,210328,-0.02092050209205021
2019-02-08,7055,7080,7010,7030,324068,0.0014245014245013454
2019-02-11,7025,7035,6945,6955,256193,-0.010668563300142209
2019-02-12,6945,7035,6945,7010,215163,0.00790797987059677
2019-02-13,6970,6985,6880,6905,147120,-0.014978601997146956
2019-02-14,6910,6950,6885,6895,293374,-0.0014482259232440065
2019-02-15,6910,7000,6890,6940,340398,0.006526468455402501
2019-02-18,6890,6910,6825,6860,334643,-0.011527377521613813
2019-02-19,6865,6925,6820,6830,414777,-0.004373177842565634
2019-02-20,6820,6840,6775,6795,341675,-0.00512445095168379
2019-02-21,6795,6865,6785,6840,427301,0.0066225165562914245
2019-02-22,6855,6920,6840,6875,362612,0.005116959064327409
2019-02-25,6835,6860,6790,6790,295628,-0.012363636363636354
2019-02-26,6810,6845,6760,6820,421209,0.004418262150220897
2019-02-27,6820,6835,6765,6765,429778,-0.008064516129032251
2019-02-28,6765,6915,6675,6910,851329,0.02143385070214343
2019-03-04,6830,6830,6680,6705,616306,-0.02966714905933432
2019-03-05,6720,6740,6650,6705,674348,0.0
2019-03-06,6700,6830,6700,6795,717697,0.01342281879194629
2019-03-07,6800,6940,6760,6930,826063,0.019867549668874274
2019-03-08,6970,7005,6885,6930,1056403,0.0
2019-03-11,6925,6995,6835,6840,794203,-0.012987012987012991
2019-03-12,6750,6775,6625,6650,1101591,-0.02777777777777779
2019-03-13,6680,6715,6610,6665,557458,0.0022556390977443996
2019-03-14,6630,6730,6590,6730,742394,0.009752438109527306
2019-03-15,6735,6870,6725,6830,1003146,0.014858841010401136
2019-03-18,6780,6855,6735,6805,429870,-0.0036603221083455484
2019-03-19,6795,6890,6755,6890,514723,0.012490815576781777
2019-03-20,6870,6975,6870,6880,491812,-0.0014513788098693414
2019-03-21,6875,6975,6830,6965,674999,0.012354651162790775
2019-03-22,6930,6990,6920,6950,298802,-0.002153625269203152
2019-03-25,7065,7135,7015,7125,664992,0.02517985611510798
2019-03-26,7105,7125,7005,7040,584495,-0.011929824561403457
2019-03-27,7040,7150,7025,7150,785510,0.015625
2019-03-28,7175,7235,7135,7225,551771,0.010489510489510412
2019-03-29,7190,7255,7065,7080,624607,-0.02006920415224911
2019-04-01,7090,7120,7000,7030,241471,-0.007062146892655385
2019-04-02,7015,7055,7000,7030,163060,0.0
2019-04-03,6995,7025,6890,6890,1109336,-0.019914651493598834
2019-04-04,6900,6970,6870,6915,524282,0.0036284470246734646
2019-04-05,6920,6975,6885,6955,198454,0.005784526391901634
2019-04-08,6935,7010,6900,6985,410930,0.004313443565780117
2019-04-09,6965,7020,6925,6945,422929,-0.005726556907659219
2019-04-10,6970,6980,6900,6910,537635,-0.005039596832253412
2019-04-11,6910,6910,6840,6865,409224,-0.0065123010130245795
2019-04-12,6875,6910,6830,6865,451105,0.0
2019-04-15,6845,6905,6845,6880,411509,0.002184996358339353
2019-04-16,6870,6940,6870,6875,414731,-0.0007267441860464574
2019-04-17,6870,6900,6860,6880,158205,0.0007272727272726875
2019-04-18,6885,7065,6885,7035,1042926,0.022529069767441845
2019-04-19,7010,7010,6930,6930,391398,-0.014925373134328401
2019-04-22,6930,6970,6880,6930,587401,0.0
2019-04-23,6930,6985,6915,6940,474706,0.0014430014430013571
2019-04-24,6890,7025,6890,6985,494688,0.006484149855907839
2019-04-25,6985,7050,6985,7035,445618,0.007158196134574135
2019-04-26,7070,7130,7045,7115,703107,0.011371712864250094
2019-04-29,7085,7130,7010,7010,289524,-0.014757554462403344
2019-04-30,7030,7085,6990,6995,145755,-0.002139800285306692
2019-05-02,7020,7035,6955,6995,223843,0.0
2019-05-03,7005,7025,6955,6990,284586,-0.0007147962830593713
2019-05-07,7055,7120,7020,7085,512911,0.013590844062947083
2019-05-08,7180,7180,7095,7180,430849,0.013408609738885024
2019-05-09,7180,7400,7165,7385,806411,0.028551532033426197
2019-05-10,7355,7500,7285,7400,1666694,0.0020311442112390665
2019-05-13,7440,7590,7405,7590,1269405,0.025675675675675746
2019-05-14,7700,7700,7500,7585,987767,-0.0006587615283267789
2019-05-15,7555,7590,7370,7375,727773,-0.02768622280817401
2019-05-16,7390,7530,7355,7515,1159940,0.01898305084745755
2019-05-17,7465,7590,7390,7570,1592931,0.007318695941450404
2019-05-20,7550,7745,7520,7715,1060641,0.01915455746367245
2019-05-21,7735,7750,7640,7700,1349448,-0.0019442644199610948
2019-05-22,7675,7730,7640,7680,488796,-0.0025974025974025983
2019-05-23,7680,7850,7680,7845,806093,0.021484375
2019-05-24,7860,7960,7815,7915,1833147,0.008922880815806167
2019-05-27,7900,7985,7840,7915,1058279,0.0
2019-05-28,7905,7920,7745,7745,631280,-0.021478205938092243
2019-05-29,7770,7935,7770,7910,722222,0.021304067140090366
2019-05-30,7890,7975,7830,7915,687420,0.0006321112515803584
2019-05-31,7935,7965,7740,7815,1078378,-0.012634238787113117
2019-06-03,7865,7880,7760,7770,701075,-0.0057581573896353655
2019-06-04,7775,7795,7720,7745,833100,-0.003217503217503248
2019-06-05,7665,7750,7660,7720,638914,-0.0032278889606197625
2019-06-07,7700,7740,7650,7665,389904,-0.007124352331606243
2019-06-10,7620,7685,7615,7615,172954,-0.006523157208088715
2019-06-11,7640,7640,7515,7515,758178,-0.013131976362442566
2019-06-12,7545,7630,7535,7600,310020,0.011310711909514382
2019-06-13,7615,7675,7535,7565,321481,-0.004605263157894779
2019-06-14,7565,7700,7565,7680,368589,0.015201586252478583
2019-06-17,7680,7735,7660,7720,201217,0.005208333333333259
2019-06-18,7725,7840,7680,7840,476194,0.015544041450777257
2019-06-19,7755,7795,7710,7745,271329,-0.01211734693877553
2019-06-20,7735,7740,7615,7630,664340,-0.01484828921885084
2019-06-21,7640,7735,7625,7725,352439,0.01245085190039319
2019-06-24,7700,7790,7700,7775,190254,0.006472491909385036
2019-06-25,7790,7880,7760,7835,261266,0.007717041800643143
2019-06-26,7835,7880,7760,7840,327362,0.0006381620931716903
2019-06-27,7840,8110,7785,8085,891454,0.03125
2019-06-28,8100,8280,8065,8270,1006824,0.022881880024737233
2019-07-01,8135,8165,8020,8025,109620,-0.029625151148730322
2019-07-02,8065,8155,8005,8105,225936,0.009968847352024968
2019-07-03,8110,8185,8070,8120,756298,0.0018507094386182033
2019-07-04,8140,8290,8115,8175,471900,0.0067733990147782475
2019-07-05,8185,8245,8090,8090,172028,-0.010397553516819591
2019-07-08,8120,8370,8120,8370,880240,0.034610630407911014
2019-07-09,8355,8560,8285,8550,767908,0.021505376344086002
2019-07-10,8505,8555,8365,8485,845091,-0.007602339181286499
2019-07-11,8455,8490,8325,8340,553025,-0.01708898055391872
2019-07-12,8365,8420,8260,8325,671931,-0.0017985611510791255
2019-07-15,8330,8450,8330,8385,246735,0.007207207207207134
2019-07-16,8390,8425,8285,8365,129651,-0.0023852116875372475
2019-07-17,8380,8490,8370,8460,442156,0.011356843992827326
2019-07-18,8475,8545,8400,8475,350391,0.0017730496453900457
2019-07-19,8440,8440,8295,8295,409613,-0.0212389380530974
2019-07-22,8315,8355,8280,8305,230156,0.0012055455093429313
2019-07-23,8295,8410,8250,8390,163088,0.010234798314268545
2019-07-24,8370,8465,8315,8460,612266,0.008343265792610355
2019-07-25,8460,8595,8430,8545,578504,0.010047281323877
2019-07-26,8590,8695,8555,8645,663944,0.011702750146284302
2019-07-29,8665,8940,8650,8940,736510,0.034123770965876155
2019-07-30,8895,8915,8780,8895,768656,-0.005033557046979831
2019-07-31,8910,9120,8800,8840,946893,-0.006183249016301295
2019-08-01,8860,8975,8775,8930,1217875,0.010180995475113086
2019-08-02,9220,9315,9110,9315,1610269,0.04311310190369544
2019-08-05,9340,10060,9340,10060,2161093,0.07997852925389148
2019-08-06,10800,10800,9720,10255,1937349,0.019383697813121215
2019-08-07,10060,10310,9745,10015,1728752,-0.023403217942467136
2019-08-08,9895,9985,9660,9660,970116,-0.03544682975536695
2019-08-09,9605,9785,9590,9700,546148,0.0041407867494824835
2019-08-12,9740,9840,9655,9700,319424,0.0
2019-08-13,9785,9870,9780,9825,309753,0.012886597938144284
2019-08-14,9600,9700,9600,9630,244642,-0.01984732824427482
2019-08-16,9765,9785,9650,9685,199648,0.005711318795430964
2019-08-19,9615,9715,9590,9610,457470,-0.0077439339184305345
2019-08-20,9605,9660,9360,9360,519859,-0.026014568158168605
2019-08-21,9440,9460,9185,9195,675851,-0.017628205128205177
2019-08-22,9170,9305,9140,9260,553714,0.007069059271343159
2019-08-23,9360,9375,9245,9335,260007,0.008099352051835762
2019-08-26,9690,9845,9535,9840,485597,0.05409748259239411
2019-08-27,9700,9755,9585,9730,540436,-0.011178861788617933
2019-08-28,9720,9725,9320,9320,726896,-0.04213771839671121
2019-08-29,9345,9490,9230,9370,975908,0.005364806866952732
2019-08-30,9210,9250,9140,9200,358798,-0.018143009605122717
2019-09-02,9250,9250,8975,8980,471196,-0.023913043478260843
2019-09-03,9005,9045,8920,9030,339967,0.0055679287305121505
2019-09-04,9070,9070,8875,8890,385935,-0.015503875968992276
2019-09-05,8855,8865,8765,8825,231996,-0.007311586051743535
2019-09-06,8760,8890,8755,8860,201720,0.003966005665722472
2019-09-09,8830,8945,8795,8920,144125,0.006772009029345272
2019-09-10,8900,9050,8875,9000,227320,0.008968609865470878
2019-09-11,8960,8975,8805,8810,191639,-0.02111111111111108
2019-09-16,8805,8885,8650,8650,150152,-0.018161180476730987
2019-09-17,8680,8715,8515,8605,255791,-0.005202312138728349
2019-09-18,8575,8655,8540,8635,252427,0.0034863451481697005
2019-09-19,8620,8715,8515,8630,417527,-0.0005790387955992848
2019-09-20,8625,8675,8575,8615,121490,-0.0017381228273464222
2019-09-23,8625,8715,8620,8690,160224,0.00870574579222283
2019-09-24,8890,9015,8785,8995,315564,0.03509781357882624
2019-09-25,9015,9195,8910,9140,471872,0.016120066703724234
2019-09-26,9010,9145,8905,9000,810621,-0.015317286652078765
2019-09-27,9005,9145,9000,9045,393459,0.004999999999999893
2019-09-30,9015,9205,9000,9095,709136,0.0055279159756771445
2019-10-01,9050,9065,8790,8800,567444,-0.03243540406816936
2019-10-02,8890,8955,8825,8950,711019,0.017045454545454586
2019-10-04,8980,9060,8825,8930,535094,-0.0022346368715083775
2019-10-07,8865,8865,8545,8585,883411,-0.038633818589025704
2019-10-08,8595,8695,8485,8510,643042,-0.008736167734420541
2019-10-10,8580,8650,8515,8535,307679,0.002937720329024618
2019-10-11,8490,8595,8115,8590,146278,0.006444053895723556
2019-10-14,8445,8510,8355,8405,217966,-0.021536670547147807
2019-10-15,8435,8445,8295,8340,169574,-0.007733491969066031
2019-10-16,8270,8300,8240,8265,126387,-0.008992805755395739
2019-10-17,8270,8405,8235,8345,453212,0.009679370840895318
2019-10-18,8335,8455,8315,8420,501082,0.008987417615338611
2019-10-21,8420,8440,8255,8255,461486,-0.019596199524940627
2019-10-22,8220,8220,7920,8055,1376803,-0.0242277407631738
2019-10-23,8040,8060,7815,7820,827491,-0.02917442582247054
2019-10-24,7770,8100,7770,7875,2259837,0.007033248081841359
2019-10-25,7910,8080,7910,8075,988530,0.025396825396825307
2019-10-28,8050,8135,7985,8115,672030,0.004953560371516952
2019-10-29,8025,8110,7960,7970,700852,-0.017868145409735026
2019-10-30,7950,8035,7935,8000,321828,0.0037641154328733606
2019-10-31,7960,8005,7880,7980,253416,-0.0024999999999999467
2019-11-01,7995,8035,7910,7920,329443,-0.007518796992481258
2019-11-04,7825,7880,7795,7820,254447,-0.012626262626262652
2019-11-05,7805,7875,7745,7745,213224,-0.009590792838874651
2019-11-06,7770,7870,7745,7870,181818,0.0161394448030987
2019-11-07,7900,7975,7870,7920,296750,0.006353240152477735
2019-11-08,7865,7990,7855,7935,323037,0.0018939393939394478
2019-11-11,7940,8055,7925,8045,201604,0.013862633900441068
2019-11-12,8040,8045,7935,7955,199322,-0.011187072715972635
2019-11-13,7995,8090,7985,8065,197553,0.013827781269641681
2019-11-14,8045,8095,7990,8050,345934,-0.0018598884066955979
2019-11-15,8045,8090,7905,7905,294998,-0.01801242236024847
2019-11-18,7900,7975,7870,7915,146868,0.0012650221378873727
2019-11-19,7945,8095,7945,8080,243668,0.020846493998736504
2019-11-20,8115,8300,8070,8290,324410,0.025990099009900902
2019-11-21,8290,8525,8285,8455,781806,0.019903498190591007
2019-11-22,8450,8585,8395,8480,656052,0.002956830277942135
2019-11-25,8410,8420,8245,8245,560249,-0.02771226415094341
2019-11-26,8185,8235,8135,8215,311225,-0.0036385688295936802
2019-11-27,8175,8300,8170,8260,274524,0.005477784540474762
2019-11-28,8300,8415,8265,8410,398696,0.018159806295399594
2019-11-29,8415,8595,8365,8535,577408,0.014863258026159398
2019-12-02,8510,8535,8395,8465,364582,-0.008201523140011768
2019-12-03,8545,8625,8515,8585,421746,0.014176018901358445
2019-12-04,8670,8700,8575,8620,491526,0.004076878276062956
2019-12-05,8550,8790,8550,8695,604277,0.008700696055684354
2019-12-06,8700,8700,8530,8530,205154,-0.018976423231742423
2019-12-09,8500,8605,8490,8540,176046,0.0011723329425556983
2019-12-10,8625,8630,8545,8580,149859,0.004683840749414525
2019-12-11,8590,8605,8505,8590,175243,0.0011655011655011815
2019-12-12,8560,8560,8330,8385,237647,-0.023864959254947582
2019-12-13,8195,8350,8195,8310,318990,-0.008944543828264706
2019-12-16,8305,8370,8285,8340,75363,0.0036101083032491488
2019-12-17,8320,8325,8200,8200,123054,-0.016786570743405282
2019-12-18,8200,8275,8195,8255,119823,0.006707317073170627
2019-12-19,8155,8315,8155,8230,416787,-0.0030284675953967666
2019-12-20,8180,8235,8165,8180,247391,-0.0060753341433779084
2019-12-23,8160,8250,8075,8105,241889,-0.00916870415647919
2019-12-24,8110,8255,8105,8245,179883,0.01727328809376938
2019-12-26,8225,8270,8015,8035,453589,-0.025469981807155873
2019-12-27,7985,8010,7830,7870,211584,-0.020535158680771604
2019-12-30,7865,7890,7730,7730,661160,-0.017789072426937724
2020-01-02,7705,7850,7700,7740,130125,0.001293661060802087
2020-01-03,7665,7875,7655,7855,311712,0.014857881136950857
2020-01-06,7945,8095,7945,8095,821852,0.03055378739656267
2020-01-07,8030,8040,7905,7930,434934,-0.020382952439777613
2020-01-08,8035,8215,8010,8195,817821,0.03341740226986123
2020-01-09,7880,7980,7825,7825,290242,-0.045149481391092094
2020-01-10,7815,7875,7750,7750,241713,-0.009584664536741228
2020-01-13,7755,7780,7690,7700,142338,-0.006451612903225823
2020-01-14,7660,7745,7585,7730,401225,0.003896103896103842
2020-01-15,7730,7780,7705,7750,289375,0.002587322121604174
2020-01-16,7760,7785,7655,7665,251690,-0.010967741935483888
2020-01-17,7610,7700,7600,7675,144917,0.001304631441617854
2020-01-20,7675,7765,7620,7750,226996,0.009771986970684043
2020-01-21,7750,7890,7720,7865,224488,0.014838709677419404
2020-01-22,7900,7900,7675,7675,368377,-0.024157660521296864
2020-01-23,7710,7795,7700,7760,591793,0.011074918566775338
2020-01-28,7945,8100,7945,8055,750328,0.03801546391752586
2020-01-29,7960,8050,7915,7955,383650,-0.012414649286157653
2020-01-30,7970,8165,7935,8130,934438,0.021998742928975412
2020-01-31,8115,8285,7980,8275,1208212,0.01783517835178361
2020-02-03,8350,8410,8125,8160,863005,-0.013897280966767345
2020-02-04,8140,8140,7985,7985,353904,-0.021446078431372584
2020-02-05,7810,8065,7810,8010,625752,0.003130870381966133
2020-02-06,7940,7945,7820,7830,402210,-0.022471910112359605
2020-02-07,7840,7910,7810,7835,409230,0.0006385696040869249
2020-02-10,7920,7925,7775,7790,420654,-0.00574345883854499
2020-02-11,7750,7775,7680,7695,341399,-0.012195121951219523
2020-02-12,7715,7740,7650,7675,261405,-0.002599090318388564
2020-02-13,7655,7745,7610,7675,219840,0.0
2020-02-14,7675,7725,7620,7685,224306,0.0013029315960912946
2020-02-17,7670,7710,7635,7660,216698,-0.003253090435914152
2020-02-18,7680,7795,7675,7780,327679,0.015665796344647598
2020-02-19,7760,7890,7720,7760,418065,-0.0025706940874036244
2020-02-20,7700,7875,7700,7810,502143,0.006443298969072142
2020-02-21,7975,8015,7855,8005,440758,0.024967989756722098
2020-02-24,8185,8365,8125,8350,831841,0.04309806371018121
2020-02-25,8500,8500,8045,8045,1483144,-0.0365269461077844
2020-02-26,8185,8235,7980,8035,731632,-0.0012430080795524656
2020-02-27,8015,8265,7915,8170,644345,0.016801493466085837
2020-02-28,8330,8520,8245,8480,834009,0.0379436964504285
2020-03-02,8295,8530,8205,8230,1045892,-0.02948113207547165
2020-03-03,7885,8275,7885,8265,635474,0.004252733900364625
2020-03-04,8420,8420,8105,8110,487423,-0.01875378100423475
2020-03-05,8015,8110,7985,8010,374191,-0.012330456226880449
2020-03-06,8090,8190,8055,8100,350054,0.011235955056179803
2020-03-09,8250,8435,8205,8410,644975,0.03827160493827164
2020-03-10,8410,8490,8235,8245,501320,-0.019619500594530326
2020-03-11,8485,8655,8255,8620,640601,0.045482110369921225
2020-03-12,8650,9125,8625,9050,1543133,0.04988399071925764
2020-03-13,9940,9940,8845,9440,1987164,0.04309392265193379
2020-03-16,9225,9715,9125,9715,1515806,0.029131355932203284
2020-03-17,9900,10080,9315,9530,1552065,-0.019042717447246504
2020-03-18,9305,9920,9145,9920,1293130,0.04092339979013637
2020-03-19,9455,11130,9455,10885,3689461,0.09727822580645151
2020-03-20,10385,10755,9785,9795,1651216,-0.10013780431786867
2020-03-23,10275,10515,9950,10330,818245,0.05461970393057691
2020-03-24,10060,10065,9080,9280,355126,-0.10164569215876085
2020-03-25,9000,9305,8550,8990,817247,-0.03125
2020-03-26,8930,9110,8490,9010,959799,0.0022246941045607205
2020-03-27,8415,9160,8305,8845,2145870,-0.018312985571587115
2020-03-30,9105,9105,8535,8595,1157555,-0.028264556246466954
2020-03-31,8460,8475,8095,8095,2528252,-0.058173356602675974
2020-04-01,8155,8425,7955,8425,2501056,0.040765904879555226
2020-04-02,8365,8570,8100,8100,2777898,-0.03857566765578635
