,A305720,A091180,A228800,A161510,A150460,A228810,A139220,A117680,A174350,A244670,A322150,A337120,A147970,A243880,A153130,A148070,A332620,A182490,A292770,A123310,A292340,A166400,A271050,A132030,A138910,A316300,A352560,A250780,A295020,A217780,A225030,A373530,A280940
2023-02-09,22806,16959,4448,11483,7352,7679,2803,8046,11449,8329,12018.0,11742.0,21369,37950,105015,111065,86240.0,12100,52295,5230,7230,11652,4860,12350,7300,12250.0,12245.0,4955,52840,8025,3875,11015.0,7000
2023-02-10,22587,16900,4433,11591,7427,7744,2798,8021,11463,8334,11959.0,11708.0,21433,37450,105020,110970,85900.0,12185,52320,5245,7195,11642,4895,12210,7275,12115.0,12094.0,5020,52930,8070,3930,11080.0,7050
2023-02-13,22612,16846,4383,11685,7377,7579,2798,8050,11477,8295,11875.0,11654.0,21477,36305,105010,110400,85585.0,12120,52385,5280,7160,11579,4835,12235,7165,12075.0,12090.0,5015,53150,7965,3930,11220.0,7050
2023-02-14,22771,17154,4393,11544,7422,7644,2803,8124,11453,8329,11983.0,11713.0,21516,37700,105015,110800,85500.0,12135,52380,5250,7190,11638,4795,12215,7295,12215.0,12260.0,4940,53070,8000,3875,11040.0,7060
2023-02-15,22432,16866,4333,11319,7307,7614,2759,8309,11320,8281,11771.0,11575.0,21159,36735,105010,110225,86140.0,12125,52495,5350,7060,11446,4875,12120,7255,12200.0,12090.0,5040,53345,7985,3895,11280.0,7080
2023-02-16,23086,17437,4383,11309,7332,7759,2818,8372,11282,8310,12028.0,11777.0,21330,38180,105030,110170,86000.0,12105,52475,5245,7210,11642,4800,12045,7260,12190.0,12231.0,4820,53420,7945,3850,11095.0,7115
2023-02-17,22552,17433,4383,11422,7322,7589,2853,8543,11334,8363,11924.0,11693.0,21477,37000,105010,108865,85370.0,12075,52760,5295,7155,11539,4900,11970,7280,12300.0,12046.0,4930,54000,8035,3940,11290.0,7185
2023-02-20,22337,17423,4333,11450,7367,7609,2823,8821,11382,8363,11954.0,11693.0,21462,37175,105035,108900,85410.0,12050,52720,5270,7155,11594,4950,12095,7345,12365.0,12070.0,4775,54045,7880,3930,11140.0,7110
2023-02-21,23071,17535,4314,11511,7288,7579,2888,9079,11396,8451,12003.0,11737.0,21379,37055,105035,109190,85405.0,11985,52825,5285,7180,11599,4985,12065,7410,12345.0,12022.0,4760,53910,7905,3940,11315.0,7160
2023-02-22,22657,17218,4209,11361,7158,7500,2828,8923,11315,8383,11806.0,11566.0,21305,35615,105035,108655,85300.0,11870,52800,5370,7015,11412,5035,12050,7485,12325.0,11840.0,4885,54205,7945,4005,11405.0,7165
2023-02-23,22342,17442,4259,11441,7248,7629,2843,8801,11453,8388,11939.0,11615.0,21472,36860,105060,109125,85480.0,11995,52800,5305,7165,11549,5135,12005,7400,12345.0,11740.0,4865,53875,7960,3990,11380.0,7170
2023-02-24,22407,17301,4229,11417,7203,7465,2788,8592,11382,8354,11811.0,11585.0,21496,36040,105080,109580,85690.0,12050,52665,5350,7075,11451,5010,11970,7255,12320.0,11745.0,4900,53625,8080,4000,11545.0,7190
2023-02-27,22692,17305,4214,11441,7119,7430,2784,8640,11334,8324,11683.0,11438.0,21300,35450,105090,109060,85980.0,12020,52805,5405,6890,11312,5035,11865,7085,12320.0,11564.0,4905,53985,8065,4035,11700.0,7255
2023-02-28,23096,17320,4299,11464,7193,7639,2749,8519,11334,8261,11722.0,11526.0,21344,35450,105070,107635,85735.0,12020,53045,5390,6975,11392,5010,11890,7175,12395.0,11579.0,4805,54720,8055,4020,11680.0,7230
2023-03-02,23181,17672,4338,11464,7372,7530,2788,8889,11344,8373,11796.0,11541.0,21599,35700,105085,107105,85250.0,12055,53205,5375,7020,11397,4915,12015,7370,12255.0,11359.0,4855,55020,7840,4080,11550.0,7150
2023-03-03,24389,17696,4279,11347,7372,7604,2823,8889,11292,8397,11880.0,11556.0,21540,36000,105090,107660,84960.0,12050,53180,5370,7060,11417,4885,12070,7295,12370.0,11505.0,4735,54795,7860,4035,11375.0,7115
2023-03-06,26062,17819,4289,11323,7283,7609,2823,8723,11273,8378,12043.0,11674.0,21555,38500,105120,108055,84970.0,12110,52950,5295,7235,11570,4815,12150,7240,12260.0,11725.0,4615,54570,7900,3950,11260.0,7065
2023-03-07,26332,17599,4199,11375,7223,7764,2897,8782,11301,8407,12008.0,11678.0,21521,38100,105145,108635,85120.0,12155,52920,5315,7245,11531,4730,12110,7280,12170.0,11695.0,4605,54290,8055,3950,11250.0,7115
2023-03-08,26087,17574,4134,11253,7158,7749,2878,8577,11183,8329,11831.0,11610.0,21433,37030,105145,108110,85480.0,12125,53105,5395,7010,11372,4910,11865,7145,12265.0,11394.0,4635,54525,8030,4020,11550.0,7240
2023-03-09,25218,17623,4189,11319,7168,7669,2927,8494,11202,8334,11776.0,11610.0,21511,36085,105170,107960,85575.0,12075,53140,5410,7010,11342,4965,11875,7145,12160.0,11501.0,4660,54685,7995,4015,11550.0,7285
2023-03-10,25133,17481,4069,11154,7044,7540,2888,8377,11145,8188,11633.0,11409.0,21183,35340,105220,109345,86200.0,12055,52830,5470,6865,11197,5060,11995,7105,12135.0,11184.0,4815,53925,8105,4130,11760.0,7185
2023-03-13,25493,17379,4045,11187,6999,7070,2888,8411,11112,8100,11752.0,11320.0,21095,36165,105290,111075,85310.0,11910,52490,5425,6930,11282,4940,12290,7240,12045.0,11071.0,4725,53165,8090,4080,11650.0,6975
2023-03-14,24719,16846,3905,10882,6766,6855,2818,8158,10912,7935,11407.0,11173.0,20630,34210,105335,112075,85610.0,11950,52290,5555,6700,11057,5135,12495,7145,12045.0,11071.0,4910,52665,8075,4155,11975.0,6915
2023-03-15,25228,17232,3910,11009,6840,6811,2897,8270,10974,7993,11545.0,11247.0,21085,34945,105335,110725,85605.0,12015,52510,5485,6840,11163,5245,12430,7175,12130.0,11146.0,4760,53245,8075,4095,11790.0,6975
2023-03-16,25828,17056,3875,10797,6746,6751,2942,8192,10869,7896,11520.0,11149.0,20870,34885,105385,111110,86735.0,11945,52445,5510,6810,11131,5560,12540,6945,12410.0,11146.0,4775,53060,8115,4115,12080.0,6950
2023-03-17,24844,17252,4015,10882,6875,6900,2917,8182,10978,7979,11648.0,11394.0,20894,35850,105400,110985,86740.0,11915,52445,5445,6910,11272,5505,12640,7010,12310.0,11131.0,4705,53195,8125,4055,11815.0,6900
2023-03-20,24684,16954,4060,10872,6855,6865,2917,8167,10926,8003,11584.0,11296.0,20855,34840,105440,111835,86790.0,11870,52350,5490,6895,11187,5755,13015,6925,12350.0,10833.0,4690,52715,8170,4115,11925.0,6690
2023-03-21,24834,16959,4089,11004,6945,6975,2907,8284,11002,8042,11579.0,11306.0,21124,34775,105445,111935,86910.0,11850,52340,5475,6880,11192,5625,12935,7020,12410.0,11012.0,4690,52805,8055,4065,11875.0,6725
2023-03-22,25613,17149,4035,10990,6875,6940,2892,8304,11016,8095,11767.0,11418.0,20958,35745,105455,112045,87400.0,11935,52330,5410,6975,11322,5485,12700,7105,12440.0,10945.0,4610,52690,8060,4015,11700.0,6860
2023-03-23,26212,17125,4104,10971,6885,6865,2892,8358,10931,8086,11811.0,11453.0,20948,36195,105480,112205,86120.0,11970,52310,5390,7005,11392,5380,12965,7280,12260.0,10609.0,4605,52630,8070,4050,11575.0,6715
2023-03-24,26147,16944,4104,10839,6880,7020,2888,8275,10926,8056,11811.0,11453.0,20904,36080,105505,112750,86450.0,12000,52130,5410,7020,11357,5410,13000,7360,12305.0,10511.0,4555,52300,8045,4055,11595.0,6685
2023-03-27,26776,16871,4064,10844,6865,6781,2892,8431,10897,8120,11771.0,11409.0,20835,35910,105510,112340,87160.0,11970,52090,5435,6990,11317,5420,12865,7240,12400.0,10763.0,4545,52605,8005,4020,11590.0,6710
2023-03-28,26562,17046,4109,10971,6955,6910,2912,8611,10959,8203,11875.0,11512.0,21222,36500,105520,112205,86790.0,11975,52235,5380,7035,11441,5170,12775,7295,12425.0,10749.0,4540,52640,8045,4025,11600.0,6740
2023-03-29,26966,17369,4229,11074,7004,6960,2927,8704,11016,8276,11949.0,11541.0,21242,36550,105535,112025,86295.0,11970,52260,5370,7090,11417,5110,12805,7240,12315.0,10754.0,4465,52745,8005,4010,11575.0,6700
2023-03-30,27416,17423,4229,11032,7039,6930,2952,8679,11012,8329,12087.0,11620.0,21379,36950,105570,111870,86200.0,12020,52260,5335,7155,11546,5165,12845,7275,12365.0,10922.0,4410,52725,7985,3980,11435.0,6765
2023-03-31,27610,17706,4239,11182,7153,6915,3006,8909,11069,8397,12235.0,11791.0,21623,37640,105585,111790,86130.0,12055,52295,5275,7205,11620,5090,12945,7285,12535.0,11048.0,4385,52930,7985,3960,11315.0,6730
2023-04-03,28449,17594,4249,11149,7059,6845,3071,9099,10993,8388,12225.0,11747.0,21780,37455,105595,111275,88570.0,12165,52385,5305,7205,11601,4750,12765,7255,12625.0,11279.0,4365,53140,7780,3925,11370.0,6775
2023-04-04,27960,17550,4214,11154,7163,7030,3066,8894,11088,8412,12235.0,11772.0,22059,36980,105615,111955,89180.0,12110,52340,5280,7245,11674,4655,12925,7225,12880.0,11225.0,4355,52890,7760,3900,11430.0,6735
2023-04-05,28839,17760,4164,11168,7158,6980,3071,8952,11083,8412,12324.0,11777.0,22353,38270,105615,111955,89000.0,12170,52320,5250,7270,11699,4645,13225,7095,12950.0,11240.0,4245,52855,7765,3920,11350.0,6605
2023-04-06,28764,17579,4124,11032,7074,6960,3031,8816,10993,8319,12121.0,11708.0,22030,36470,105650,112370,89900.0,12150,52245,5345,7215,11541,4695,13150,7160,12900.0,11103.0,4280,52730,7735,3940,11415.0,6625
2023-04-07,29163,17516,4154,11098,7064,7050,3041,8831,10988,8305,12343.0,11845.0,21956,37930,105670,112245,90420.0,12130,52295,5250,7255,11734,4705,13165,7165,12870.0,11245.0,4145,52720,7660,3920,11410.0,6640
2023-04-10,30482,17525,4064,11117,7029,6940,3046,9070,10988,8266,12437.0,11963.0,22191,38485,105685,112700,90305.0,12125,52300,5210,7270,11779,4670,13015,7170,12830.0,11259.0,4040,52590,7680,3915,11410.0,6675
2023-04-11,30771,18234,4109,11234,7129,6965,3081,9265,11002,8446,12634.0,12130.0,22460,39225,105690,112550,90050.0,12135,52320,5145,7270,11894,4670,13055,7135,12850.0,11264.0,3970,52630,7700,3900,11350.0,6680
2023-04-12,29613,18884,4109,11309,7094,7030,3101,9289,11055,8500,12624.0,12164.0,22930,39550,105690,112480,90440.0,12165,52315,5125,7270,11928,4610,13150,7200,12810.0,11288.0,4045,52685,7725,3915,11350.0,6630
2023-04-13,29468,18806,4079,11328,7213,7300,3081,9172,11131,8490,12595.0,12242.0,23043,39370,105715,112455,89660.0,12165,52270,5115,7300,11968,4535,13180,7180,12845.0,11313.0,4050,52650,7810,3925,11350.0,6615
2023-04-14,30342,18698,4109,11507,7163,7465,3229,9557,11159,8592,12728.0,12262.0,23312,39375,105740,112475,88500.0,12180,52270,5095,7300,11963,4555,13330,7430,12955.0,11240.0,3985,52800,7815,3875,11315.0,6600
2023-04-17,31286,18693,4079,11521,7084,7460,3368,9855,11093,8685,12738.0,12252.0,23420,38610,105755,111885,88195.0,12150,52385,5095,7300,11973,4570,13125,7395,12905.0,11103.0,3975,53005,7690,3880,11315.0,6620
2023-04-18,31396,18346,4174,11507,7307,7390,3323,9772,11207,8680,12688.0,12277.0,23317,38570,105750,111860,87755.0,12175,52405,5105,7260,11938,4635,13035,7310,12960.0,11274.0,3990,53110,7595,3865,11315.0,6620
2023-04-19,31895,18698,4174,11610,7327,7335,3422,9830,11234,8836,12698.0,12321.0,23478,38285,105770,111690,88480.0,12140,52480,5100,7320,11968,4670,12970,7270,12890.0,11274.0,4015,53130,7630,3880,11315.0,6635
2023-04-20,31311,18464,4139,11638,7228,7200,3388,9752,11215,8821,12605.0,12242.0,23478,37540,105790,111385,88590.0,12095,52580,5120,7300,11938,4785,13015,7280,12980.0,11279.0,4150,53380,7675,3880,11360.0,6640
2023-04-21,30137,18317,3965,11535,6950,7095,3348,9494,11183,8636,12585.0,12105.0,23146,37435,105795,112060,89610.0,12070,52430,5140,7250,11884,4875,12950,7190,12965.0,11230.0,4235,53025,7720,3900,11550.0,6645
2023-04-24,29433,18601,3900,11464,6925,7110,3269,9445,10955,8441,12462.0,12061.0,23180,36540,105810,112390,90215.0,12150,52380,5180,7215,11799,4875,12900,7130,13050.0,11191.0,4315,52930,7870,3915,11490.0,6675
2023-04-25,28275,18899,3875,11511,6850,7090,3219,9148,10893,8237,12279.0,11855.0,23131,35440,105825,112240,90550.0,12145,52365,5240,7030,11654,4755,12995,7110,13065.0,11206.0,4365,52910,7990,3900,11720.0,6640
2023-04-26,27885,18410,3930,11375,6915,7195,3155,9050,10798,8300,12225.0,11855.0,23175,35600,105830,112380,91470.0,12195,52355,5255,7030,11640,4820,13005,6980,13120.0,11177.0,4360,52935,7935,3935,11720.0,6670
2023-04-27,28905,18455,3915,11265,6890,7225,3195,9250,10584,8250,12325.0,11920.0,23535,36015,105850,112050,91080.0,12190,52415,5235,7075,11675,5025,13030,6915,13050.0,11048.0,4205,52990,7870,3945,11720.0,6665
2023-04-28,28300,18240,3885,11325,6940,7250,3170,9025,10794,8220,12305.0,11930.0,23280,36135,105855,111990,90790.0,12205,52435,5235,7115,11740,4975,12935,6980,13045.0,11231.0,4205,53165,7855,3895,11580.0,6660
2023-05-02,28965,18635,3985,11380,7060,7505,3215,9215,10843,8385,12435.0,12105.0,23765,36750,105845,111830,89940.0,12180,52510,5180,7195,11820,4960,12915,7000,13065.0,11270.0,4145,53160,7800,3860,11580.0,6670
2023-05-03,28080,18415,3950,11290,6950,7515,3155,9050,10784,8315,12405.0,11960.0,23720,36200,105880,112275,90015.0,12115,52485,5230,7135,11715,5210,13120,6880,12920.0,11088.0,4270,52990,7880,3900,11655.0,6615
2023-05-04,28040,18350,3950,11335,6990,7440,3150,9025,10769,8265,12325.0,11960.0,23780,35895,105905,112730,89765.0,12200,52375,5240,7100,11680,5400,13270,6955,12815.0,11073.0,4255,52850,7865,3925,11655.0,6580
2023-05-08,27640,18635,3905,11405,6955,7310,3155,8910,10848,8350,12400.0,12010.0,23795,36490,105900,112450,88935.0,12155,52425,5185,7305,11815,5180,13150,6960,12975.0,11324.0,4290,52910,7785,3895,11535.0,6560
2023-05-09,27435,18780,3885,11420,6895,7205,3145,8925,10853,8330,12330.0,12010.0,23465,35990,105915,112495,88145.0,12100,52425,5205,7225,11780,5110,13185,6965,12910.0,11265.0,4335,52975,7860,3895,11535.0,6550
2023-05-10,26915,19115,3905,11370,6930,7210,3095,8785,10848,8350,12255.0,12040.0,23610,35590,105915,112230,87720.0,12140,52460,5235,7145,11715,5085,13190,6945,12895.0,11236.0,4385,53065,7935,3905,11535.0,6540
2023-05-11,26450,19205,3945,11440,6905,7325,3095,8830,10868,8360,12260.0,12030.0,23660,35500,105930,112680,87940.0,12180,52410,5250,7190,11680,5075,13215,6860,12860.0,11324.0,4445,52890,7970,3880,11560.0,6545
2023-05-12,26465,19100,3890,11310,6835,7465,3055,8725,10749,8245,12140.0,11890.0,23320,35180,105940,112875,89255.0,12160,52410,5275,7065,11625,5260,13055,6620,12870.0,11226.0,4450,52755,8010,3890,11600.0,6545
2023-05-15,26480,19255,3885,11330,6820,7350,3065,8805,10774,8285,12215.0,11845.0,23240,35060,105940,112240,88685.0,12115,52470,5260,7060,11645,5310,13095,6680,12800.0,11177.0,4480,53090,7925,3895,11615.0,6535
2023-05-16,26755,18775,3855,11280,6815,7650,3060,8795,10724,8215,12245.0,11880.0,23305,35930,105945,112550,88450.0,12135,52470,5250,7130,11675,5220,13035,6605,12915.0,11167.0,4450,52910,7940,3905,11615.0,6565
2023-05-17,27270,19075,3945,11275,6835,7940,3065,8685,10719,8215,12320.0,11980.0,23245,36785,105955,112450,88175.0,12110,52470,5230,7140,11735,5285,12910,6555,12715.0,10927.0,4320,53045,8005,3915,11615.0,6570
2023-05-18,27365,19340,3935,11350,6830,7915,3095,8790,10769,8240,12465.0,12050.0,23300,37690,105975,111970,87720.0,12100,52540,5185,7200,11810,5095,12855,6690,12695.0,11024.0,4355,53210,8080,3875,11615.0,6580
2023-05-19,26900,19260,3965,11370,6835,7840,3125,8780,10838,8235,12625.0,12140.0,23390,39125,105960,111655,86595.0,12110,52640,5115,7260,11949,5095,12780,6640,12495.0,11004.0,4315,53480,8170,3825,11535.0,6630
2023-05-22,27555,19320,3990,11435,6880,7760,3180,8865,10873,8310,12700.0,12215.0,23620,39300,105960,111885,86350.0,12095,52620,5080,7265,12023,5235,12815,6615,12420.0,10975.0,4235,53340,8160,3840,11605.0,6600
2023-05-23,28245,19295,3995,11465,6890,7870,3215,8925,10873,8310,12805.0,12260.0,23690,39430,105990,111225,85135.0,12100,52655,5060,7300,12057,5120,12735,6540,12370.0,11044.0,4185,53720,8300,3840,11595.0,6620
2023-05-24,28415,19345,3935,11480,6840,7735,3215,8920,10913,8285,12730.0,12270.0,23775,39295,105990,111050,85170.0,12110,52670,5075,7300,12023,5030,12830,6480,12330.0,10927.0,4215,53770,8410,3885,11725.0,6775
2023-05-25,28185,19005,3880,11425,6765,7665,3170,8725,10838,8275,12740.0,12260.0,23520,40090,105995,110190,85395.0,12050,52840,5090,7305,12023,4995,12695,6355,12350.0,10783.0,4270,54280,8510,3890,11830.0,6860
2023-05-26,27760,19000,3870,11315,6770,7625,3125,8700,10774,8205,12755.0,12260.0,23300,41035,106005,109950,85525.0,12050,52925,5075,7310,12048,5140,12650,6495,12295.0,10676.0,4285,54365,8495,3875,11800.0,6905
2023-05-30,28490,18795,3840,11325,6730,7835,3165,8655,10774,8155,12940.0,12345.0,23305,43860,106010,109825,85850.0,12105,53025,5000,7330,12152,5115,12540,6495,12310.0,10859.0,4220,54515,8575,3820,11735.0,6935
2023-05-31,28895,18815,3840,11270,6655,7865,3155,8600,10769,8115,12875.0,12330.0,23385,43000,106020,110845,86105.0,12140,52880,5045,7335,12122,5325,12725,6500,12220.0,10794.0,4175,54005,8690,3845,11815.0,6850
2023-06-01,29065,18585,3840,11225,6755,7770,3175,8605,10689,8105,12845.0,12280.0,23445,42850,106055,110660,86095.0,12130,52880,5060,7335,12117,5385,12720,6580,12230.0,10913.0,4140,54060,8625,3850,11825.0,6860
2023-06-02,29645,18770,3815,11310,6785,7755,3230,8825,10739,8135,13010.0,12360.0,23740,43480,106060,111200,86010.0,12150,52840,4995,7340,12202,5210,12820,6660,12220.0,10966.0,4125,53840,8465,3805,11790.0,6800
2023-06-05,29920,19005,3845,11465,6835,7725,3295,9000,10843,8250,13085.0,12500.0,24080,43605,106080,110545,85710.0,12220,52915,4970,7340,12212,5070,12590,6615,12230.0,11155.0,4135,54105,8565,3765,11590.0,6930
2023-06-07,30625,18515,3875,11475,6860,7770,3295,9020,10838,8285,13075.0,12500.0,24040,43495,106215,111050,86180.0,12215,52905,4990,7340,12232,5185,12700,6710,12245.0,11164.0,4060,53965,8785,3760,11475.0,6885
2023-06-08,30200,18455,3855,11475,6875,7670,3295,9045,10863,8270,13035.0,12405.0,24030,43405,106120,110035,85620.0,12120,52955,4995,7350,12262,5100,12585,6690,12095.0,11317.0,4110,54440,8755,3785,11475.0,6915
2023-06-09,30700,18600,3860,11520,6900,7770,3305,9015,10863,8295,13275.0,12595.0,24195,44850,106130,110230,85520.0,12175,52955,4925,7435,12372,5210,12720,6720,11990.0,11307.0,4035,54385,8750,3760,11405.0,6845
2023-06-12,31035,18500,3805,11455,6820,7855,3295,8985,10803,8245,13190.0,12570.0,23970,44655,106155,110455,85210.0,12250,52960,4965,7415,12282,5310,12695,6705,12005.0,11272.0,4020,54255,8745,3740,11400.0,6870
2023-06-13,31230,18565,3850,11405,6800,7855,3300,8945,10798,8210,13275.0,12565.0,24080,45920,106160,110405,84275.0,12240,52965,4935,7415,12332,5440,12695,6750,11790.0,11287.0,3945,54350,8835,3705,11345.0,6870
2023-06-14,29765,18620,3840,11320,6755,7825,3215,8990,10704,8230,13190.0,12535.0,23985,45325,106170,109835,84190.0,12195,53105,4960,7410,12317,5270,12595,6800,11815.0,11327.0,4105,54580,8775,3690,11295.0,6910
2023-06-15,29830,18540,3805,11255,6700,7820,3200,8915,10669,8130,13150.0,12485.0,23955,45340,106185,109495,84255.0,12240,53085,4980,7395,12282,5350,12515,6820,12075.0,11317.0,4080,54855,8655,3690,11205.0,6960
2023-06-16,30025,18425,3900,11280,6745,7825,3230,9000,10689,8245,13260.0,12500.0,24230,45575,106195,109815,84590.0,12280,53140,4960,7420,12312,5180,12685,6935,12140.0,11401.0,4020,54680,8590,3645,11180.0,6890
2023-06-19,29680,18480,3940,11290,6685,7825,3290,9015,10639,8270,13195.0,12430.0,24590,44355,106200,109980,85130.0,12245,53250,4990,7405,12247,5175,12645,6895,12110.0,11411.0,4015,54655,8625,3660,11185.0,6900
2023-06-20,29215,18320,3970,11260,6730,7910,3245,8840,10589,8265,13170.0,12425.0,24605,44120,106210,109935,84840.0,12220,52900,4995,7400,12257,5170,12625,6860,12075.0,11327.0,4050,54615,8690,3670,11270.0,6915
2023-06-21,28995,18845,3925,11200,6620,7640,3235,8725,10529,8140,13035.0,12345.0,24605,43315,106225,110290,85955.0,12190,53110,5040,7305,12157,5150,12510,6910,12275.0,11307.0,4125,54545,8710,3680,11435.0,6955
2023-06-22,29200,18750,3910,11290,6550,7555,3265,8770,10544,8135,13045.0,12410.0,24610,43305,106255,109915,86145.0,12160,53190,5035,7315,12177,5090,12475,6910,12150.0,11243.0,4095,54690,8705,3710,11295.0,6965
2023-06-23,29095,18495,3870,11155,6445,7400,3190,8645,10424,8010,12990.0,12355.0,24345,42890,106270,109810,86110.0,12195,53220,5055,7285,12127,5340,12380,6920,12080.0,11045.0,4105,54780,8710,3700,11435.0,7025
2023-06-26,28645,18760,3820,11200,6430,7305,3245,8755,10479,8010,13030.0,12375.0,24255,43000,106280,110375,86740.0,12190,53215,5030,7330,12172,5275,12430,6800,11995.0,10923.0,4080,54505,8735,3700,11460.0,7015
2023-06-27,28200,19100,3815,11230,6420,7230,3190,8875,10524,8100,13035.0,12430.0,24320,42850,106285,110395,87000.0,12195,53200,5035,7330,12142,5260,12445,6825,12030.0,11204.0,4145,54510,8690,3715,11510.0,6990
2023-06-28,27235,19120,3875,11275,6420,7195,3150,8695,10539,8085,12940.0,12370.0,24415,42420,106305,110345,86860.0,12155,53175,5065,7275,12103,5385,12360,6740,12080.0,11248.0,4185,54485,8695,3690,11350.0,7045
2023-06-29,27255,19025,3810,11150,6290,7125,3090,8645,10375,7995,12980.0,12340.0,24365,43230,106315,110265,87310.0,12265,53220,5070,7300,12113,5290,12290,6660,12200.0,11293.0,4200,54605,8640,3695,11455.0,7085
2023-06-30,27565,19350,3850,11260,6335,7140,3095,8735,10479,8040,12995.0,12425.0,24750,43075,106320,109545,87185.0,12245,53385,5055,7305,12143,5245,12305,6635,12235.0,11426.0,4125,54935,8665,3670,11450.0,7080
2023-07-03,28775,19500,3880,11310,6375,7210,3180,8805,10569,8060,13195.0,12520.0,24850,45100,106320,110430,87560.0,12285,53100,4980,7470,12313,5205,12360,6730,12200.0,11530.0,3975,54550,8590,3635,11420.0,7045
2023-07-04,29005,19490,3845,11180,6355,7280,3165,8705,10454,8000,13165.0,12590.0,25030,44750,106335,110350,87300.0,12295,53280,5000,7470,12278,5210,12440,6695,12245.0,11615.0,3990,54600,8630,3635,11315.0,7030
