,asset_1,asset_2,asset_1_name,asset_2_name,A,B,l_max,theta,mu,sigma,x_0,x_T,d_star,b_star,t_first_d_star,t_first_b_star
20,A305720,A166400,"('KODEX 2차전지산업', 'technology,manufacturing')","('TIGER 200커버드콜5%OTM', 'option')",1.0,-0.728643,3.263219,0.24798586017303273,4.923356099166158,0.26391057519285654,0.27135678391959805,0.16837518905320603,0.020100502512562814,0.4723618090452261,inf,inf
21,A305720,A271050,"('KODEX 2차전지산업', 'technology,manufacturing')","('KODEX WTI원유선물인버스(H)', 'commodity,inverse')",1.0,0.035176,3.154461,1.1403089226251357,4.647393083891205,0.29248142375011876,1.035175879396985,1.1059861634115635,0.8743718592964824,1.35678391959799,inf,inf
22,A305720,A132030,"('KODEX 2차전지산업', 'technology,manufacturing')","('KODEX 골드선물(H)', 'commodity')",1.0,0.055276,3.149722,1.1226508257862615,5.522307141028207,0.2938696667133487,1.0552763819095476,1.0805732234087673,0.8743718592964824,1.3266331658291457,inf,inf
23,A305720,A138910,"('KODEX 2차전지산업', 'technology,manufacturing')","('KODEX 구리선물(H)', 'commodity')",1.0,-0.256281,3.175518,0.8075474496589518,4.57328848891722,0.2829796623323601,0.7437185929648241,0.7747030118311615,0.5527638190954774,1.035175879396985,inf,inf
24,A305720,A316300,"('KODEX 2차전지산업', 'technology,manufacturing')","('KINDEX 싱가포르리츠', 'singapore,real-estate')",1.0,-0.688442,3.177054,0.3766943468077998,5.002495952395916,0.2847970674388711,0.31155778894472363,0.3465759382463445,0.1306532663316583,0.6130653266331658,inf,inf
25,A305720,A352560,"('KODEX 2차전지산업', 'technology,manufacturing')","('KODEX 다우존스미국리츠(H)', 'US,real-estate')",1.0,-0.396985,3.187365,0.6490803749159695,5.231840962823948,0.2757114571968315,0.6030150753768845,0.6169342772780356,0.4120603015075377,0.864321608040201,inf,inf
26,A305720,A250780,"('KODEX 2차전지산업', 'technology,manufacturing')","('TIGER 코스닥150선물인버스', 'inverse')",1.0,0.688442,3.399706,1.7256838250470776,5.979650256182863,0.226862182026297,1.6884422110552764,1.677916553706221,1.5376884422110553,1.8592964824120604,283.0,inf
27,A305720,A295020,"('KODEX 2차전지산업', 'technology,manufacturing')","('KBSTAR 국채선물10년인버스', 'inverse,bond')",1.0,-0.055276,3.149325,1.0174438605307614,5.300347822771598,0.293718300263917,0.9447236180904522,0.9763553350567953,0.7638190954773869,1.2261306532663316,inf,inf
28,A305720,A217780,"('KODEX 2차전지산업', 'technology,manufacturing')","('TIGER 차이나CSI300인버스(합성)', 'china,inverse')",1.0,0.517588,3.200182,1.5138983890596693,6.138426824927487,0.2815231243912736,1.5175879396984926,1.4704947722887476,1.2864321608040201,1.6884422110552764,inf,inf
29,A305720,A225030,"('KODEX 2차전지산업', 'technology,manufacturing')","('TIGER 미국S&P500선물인버스(H)', 'US,inverse')",1.0,0.728643,3.270296,1.7676953744745272,4.834442976705396,0.25351323524723446,1.728643216080402,1.755870414988489,1.5376884422110553,1.9396984924623115,inf,inf
30,A305720,A373530,"('KODEX 2차전지산업', 'technology,manufacturing')","('ARIRANG 신흥국MSCI인버스(합성 H)', 'emerging-market,inverse')",1.0,0.698492,3.257861,1.6833030426917142,5.424829825691061,0.26258691584489263,1.6984924623115578,1.6333284241677228,1.4572864321608041,1.849246231155779,284.0,inf
31,A305720,A280940,"('KODEX 2차전지산업', 'technology,manufacturing')","('KODEX 골드선물인버스(H)', 'commodity,inverse')",1.0,-0.085427,3.150219,0.9789482877416203,5.635910773368555,0.29407517844353775,0.914572864321608,0.9365005920559949,0.7336683417085427,1.185929648241206,inf,inf
32,A091180,A305720,"('KODEX 자동차', 'technology,manufacturing')","('KODEX 2차전지산업', 'technology,manufacturing')",1.0,-0.497487,3.060785,0.8395104619238956,1.221726254353801,0.22487233134297982,0.5025125628140703,0.758066607367907,0.5025125628140703,1.1256281407035176,inf,inf
33,A091180,A228800,"('KODEX 자동차', 'technology,manufacturing')","('TIGER 여행레저', 'retail')",1.0,-0.336683,3.012436,0.977635265693371,1.251608054079775,0.20016995537321425,0.6633165829145728,0.9015346122551838,0.6733668341708543,1.2160804020100502,inf,inf
